brandName,modelName,bodyStyleName,cylinderCapacityValue,enginePowerValue,mileageValue,accident,age,sellingPrice
Volkswagen,Golf,Berline,1598,85,3000,0, 0.16 ,25389
Audi,A3,Break,1197,81,24000,0, 1.66 ,20899
Citroen,C3,Compacte,1199,60,11584,0, 0.95 ,10950
Jaguar,S-Type,Berline,2720,152,125000,0, 11.83 ,4200
Volkswagen,Polo,Berline,1199,55,77000,0, 7.08 ,7900
Mercedes-Benz,C 220,Berline,2143,125,44322,0, 2.41 ,24200
Ford,EcoSport,4x4,1498,67,53000,0, 2.58 ,12900
Peugeot,508 SW,Break,1997,110,16545,0, 1.62 ,22000
Peugeot,207,Cabriolet,1598,88,88488,0, 5.08 ,8250
NG,DS3CABRIO 1.2 PureTech 110 S&S EAT6 Sport Chic,Cabriolet,1199,81,5000,0, 1.50 ,23300
Mercedes-Benz,C 220,Break,2143,120,120000,0, 5.50 ,14950
BMW,X5,4x4,1997,155,21700,0, 1.41 ,69990
Mercedes-Benz,GLE 250,4x4,2143,150,15900,0, 0.74 ,61365
Renault,Clio,Berline,1149,55,35000,0, 3.99 ,9999
Audi,TT,Cabriolet,1968,135,24900,0, 1.50 ,34500
Jaguar,XF Sportbrake,Berline,2179,120,90590,0, 3.41 ,23971
Peugeot,208,Compacte,1398,50,96520,0, 4.93 ,7500
Citroen,DS3,Compacte,1398,50,28350,0, 5.67 ,10750
BMW,218 Active Tourer,Berline,1499,100,12611,0, 2.74 ,22491
Peugeot,208,Compacte,1199,60,10947,0, 1.84 ,11898
Mercedes-Benz,GLE 250,4x4,2143,150,10500,0, 1.16 ,54865
Volvo,XC90,4x4,1969,165,35000,0, 1.99 ,54990
Toyota,Corolla Verso,Monovolume/Camionnette,2231,100,167000,0, 9.42 ,5500
Porsche,911 3.2 Carrera Coupe '86,Coupe,3125,169,58840,0, 31.85 ,69950
BMW,318 Touring,Break,1995,105,142316,0, 2.58 ,16800
Skoda,Fabia,Berline,999,44,47876,0, 2.58 ,7990
Volvo,S60,Berline,1984,120,108446,0, 6.40 ,11900
Mercedes-Benz,S 320,Berline,2987,155,121000,0, 8.25 ,18990
Peugeot,508 SW,Break,1997,110,21635,0, 1.55 ,17800
Peugeot,208,Compacte,1199,60,40123,0, 3.58 ,8472
Mitsubishi,ASX,4x4,1590,85,151000,0, 6.33 ,9499
Audi,A3,Berline,1395,103,62000,0, 3.83 ,24500
Volkswagen,Golf,Berline,1598,77,88000,0, 3.83 ,13990
Volvo,V40 Cross Country,Compacte,1969,110,21000,0, 1.16 ,26950
Volkswagen,Caddy,Monovolume/Camionnette,1968,51,258833,0, 12.17 ,2500
Volkswagen,Caddy,Monovolume/Camionnette,1598,75,100000,0, 6.08 ,10250
Volvo,C30,Berline,1560,84,97222,0, 5.67 ,8700
Volkswagen,Touran,Monovolume/Camionnette,1595,75,145000,0, 10.17 ,5990
Porsche,997,Cabriolet,3600,353,19900,0, 9.83 ,87900
Volkswagen,Golf,Berline,1598,77,63000,0, 5.75 ,11990
Opel,Meriva,Monovolume/Camionnette,1598,81,18000,0, 1.16 ,15900
Audi,A6,Break,1968,120,88000,0, 5.67 ,18950
Seat,Leon,Berline,1598,66,115000,0, 4.74 ,6950
Mercedes-Benz,C 200,Berline,1598,100,65000,0, 2.33 ,22490
Opel,Insignia Sports Tourer,Break,1956,103,12500,0, 1.91 ,19500
Opel,Mokka,4x4,1598,81,2100,0, 0.82 ,20395
Audi,A6,Break,1968,100,67213,0, 4.50 ,24290
Alfa Romeo,Giulia,Berline,2143,132,5900,0, 1.50 ,36500
Audi,TT,Cabriolet,1968,135,8500,0, 0.50 ,39990
Audi,A6,Break,1968,140,49000,0, 2.67 ,35900
Ford,Transit,Monovolume/Camionnette,2400,80,184000,0, 11.83 ,4780
Ligier,X - Too,Compacte,505,4,23527,0, 8.25 ,6800
Volkswagen,New Beetle,Compacte,1197,77,14809,0, 1.24 ,16250
Volvo,V40,Berline,1969,88,7000,0, 1.24 ,17990
Volkswagen,Golf,Break,1598,77,88000,0, 3.08 ,14990
Hyundai,Ibiza,4x4,2188,110,174025,0, 10.42 ,5999
Volvo,S60,Berline,1498,112,21000,0, 2.16 ,24850
Opel,Astra Sports Tourer,Break,1598,81,15500,0, 1.66 ,19450
Opel,Antara,4x4,2231,120,57000,0, 2.41 ,15999
Peugeot,508,Berline,1560,85,92000,0, 5.92 ,11950
Mercedes-Benz,CLS 250,Coupe,2143,150,99002,0, 4.99 ,26800
Hyundai,Santa Fe,4x4,1995,110,50650,0, 2.67 ,25895
Peugeot,308,Compacte,1560,73,15000,0, 1.85 ,18950
Volkswagen,Caddy,Monovolume/Camionnette,1598,75,74855,0, 3.58 ,11990
Ford,Focus,Compacte,1560,66,142527,0, 10.42 ,3199
Volkswagen,Scirocco,Coupe,1390,90,169000,0, 8.25 ,8999
Ford,Fiesta,Compacte,1242,60,61000,0, 4.91 ,7499
Nissan,Qashqai,4x4,1598,86,40000,0, 4.41 ,12900
Mercedes-Benz,CLA 180,Break,1595,90,3699,0, 1.16 ,27850
Volvo,V40,Berline,1560,84,83009,0, 3.50 ,13241
Volkswagen,Caddy,Van,1968,55,25000,0, 1.66 ,14750
Renault,Clio,Compacte,1149,43,65000,0, 15.67 ,4750
Ford,Mustang,Cabriolet,4700,165,69800,0, 51.60 ,37500
Volkswagen,Caddy,Monovolume/Camionnette,1598,75,103000,0, 5.16 ,11790
Renault,Kangoo,Van,1461,55,44000,0, 1.99 ,8990
Porsche,Cayenne,4x4,4134,281,60000,0, 4.25 ,49900
Volkswagen,Golf VII,Berline,999,81,2000,0, 0.66 ,20900
BMW,518 Limousine,Berline,1995,100,88600,0, 3.67 ,23995
Volkswagen,Transporter,Monovolume/Camionnette,1968,75,24181,0, 1.74 ,27990
Audi,A5,Berline,1968,140,15000,0, 0.58 ,45900
Citroen,DS3,Cabriolet,1199,60,52000,0, 2.74 ,15950
Volvo,V40,Berline,1560,84,39360,0, 2.56 ,17900
Citroen,C3,Berline,1199,60,78000,0, 4.67 ,7950
Audi,A4,Berline,1968,88,104000,0, 8.42 ,14750
Audi,Q7,4x4,2967,190,24000,0, 1.16 ,87900
Ford,S-Max,Monovolume/Camionnette,1997,110,22318,0, 1.66 ,26490
Volkswagen,Golf,Berline,1598,77,28450,0, 1.99 ,16490
Volvo,XC60,4x4,1969,140,13900,0, 0.91 ,32450
BMW,520 Touring,Break,1995,135,108000,0, 5.67 ,21990
Renault,Megane,Coupe,1461,78,55801,0, 8.67 ,6490
Fiat,500L,Berline,1598,88,32987,0, 1.76 ,13998
Nissan,X-Trail,4x4,1598,95,22985,0, 0.58 ,25995
Skoda,Superb,Break,1598,88,35550,0, 1.99 ,23495
Dacia,Lodgy,Monovolume/Camionnette,1461,66,135018,0, 4.99 ,6900
Volkswagen,Tiguan,Berline,1390,90,62009,0, 3.83 ,17741
Citroen,Berlingo,Van,1560,55,141000,0, 9.25 ,3600
Volkswagen,Polo,Berline,999,55,8877,0, 3.25 ,11999
Citroen,C3,Berline,1199,60,333,0, 0.99 ,13035
Audi,A4,Berline,1968,110,20000,0, 0.91 ,29000
Toyota,RAV4,4x4,2000,92,49000,0, 4.16 ,18500
Land Rover,Range Rover Evoque,4x4,2179,110,85000,0, 5.67 ,23900
Opel,Mokka,4x4,1600,81,28000,0, 1.33 ,16600
Peugeot,5008,Monovolume/Camionnette,1560,84,56131,0, 3.02 ,15250
Ford,B-MAX,Berline,1560,70,16536,0, 1.58 ,16490
Audi,A4,Break,1968,88,134000,0, 6.50 ,12900
Mercedes-Benz,GLA 220,4x4,2143,125,30150,0, 2.16 ,29900
Opel,Agila,Monovolume/Camionnette,1229,63,79000,0, 7.16 ,5990
BMW,118 3-TÍ_rer,Cabriolet,1995,100,120000,0, 5.83 ,16900
Audi,A3,Break,1598,77,92000,0, 4.91 ,12950
Mercedes-Benz,CLA 200,Berline,2143,100,31250,0, 0.82 ,32900
Volkswagen,Touran,Monovolume/Camionnette,1197,81,6072,0, 0.82 ,21950
Volkswagen,Golf,Berline,1984,199,79000,0, 6.83 ,25990
Audi,A3,Break,1598,77,113000,0, 6.58 ,12100
Volkswagen,Fox,Berline,1198,40,39000,0, 9.50 ,3950
Peugeot,208,Compacte,1199,60,32935,0, 2.65 ,10450
Volkswagen,Touran,Monovolume/Camionnette,1598,81,48000,0, 1.74 ,22500
Smart,fortwo,Cabriolet,799,30,181070,0, 14.67 ,3500
Toyota,RAV4,4x4,1998,91,115971,0, 3.16 ,16900
Ford,Fiesta,Berline,1596,88,82000,0, 7.67 ,6490
Hyundai,i30,Berline,1582,66,112000,0, 5.16 ,8990
Sonstige,300,Cabriolet,2962,138,235000,0, 30.76 ,27500
Audi,A4,Break,1968,100,90000,0, 4.08 ,21900
Volkswagen,Caddy Life,Monovolume/Camionnette,1598,55,84704,0, 5.25 ,10950
Volkswagen,Golf,Berline,1198,77,79401,0, 4.99 ,10800
Volkswagen,AMAROK DOUBLE CAB DSL,Van,2967,150,17900,0, 0.82 ,42900
Mercedes-Benz,C 200,Berline,1598,100,44171,0, 1.34 ,24999
Peugeot,3008,Berline,1560,82,82000,0, 4.58 ,11350
Toyota,Verso S,Monovolume/Camionnette,1364,66,67050,0, 4.74 ,9899
Volkswagen,Golf,Berline,1598,77,62000,0, 4.50 ,13250
Volkswagen,Golf VII,Berline,1197,81,31662,0, 2.30 ,15280
Fiat,500,Berline,1242,51,39000,0, 4.74 ,9990
Toyota,Yaris,Berline,1299,64,123000,0, 12.50 ,3250
Audi,A4,Berline,1968,110,20000,0, 0.91 ,26900
BMW,1 COUPE DIESEL,Coupe,1995,100,59000,0, 6.25 ,14900
Opel,Meriva,Monovolume/Camionnette,1686,81,86200,0, 4.74 ,8980
Citroen,C4 Picasso,Monovolume/Camionnette,1560,80,127000,0, 10.34 ,5750
Jeep,Cherokee,4x4,2184,136,5500,0, 0.64 ,44900
Volvo,V40,Break,1560,84,114000,0, 3.99 ,12900
Mercedes-Benz,S 350,Berline,2987,190,140000,0, 4.08 ,48950
Land Rover,Range Rover Evoque,4x4,2179,110,121473,0, 5.83 ,21450
Opel,Insignia,Break,1956,103,80951,0, 3.74 ,16999
Audi,A5,Compacte,2967,180,76500,0, 4.25 ,31995
Ford,Grand C-MAX,Monovolume/Camionnette,1560,70,105000,0, 5.83 ,10990
Mercedes-Benz,B 180,Monovolume/Camionnette,1595,90,27700,0, 1.76 ,22950
Hyundai,i40,Berline,1591,99,80000,0, 4.50 ,11500
Honda,CR-V,4x4,1597,88,85500,0, 3.67 ,17990
Audi,A4,Berline,1968,110,110959,0, 3.61 ,19900
Citroen,Grand C4 Picasso,Monovolume/Camionnette,1560,85,23752,0, 1.66 ,19500
Dacia,Duster,Berline,1461,80,39531,0, 2.74 ,13750
Ford,Fiesta,Berline,1499,55,53000,0, 3.58 ,8750
Ford,EcoSport,Berline,1560,70,44000,0, 2.74 ,14250
Audi,A3,Berline,1598,81,32000,0, 1.24 ,28490
Volkswagen,Golf,Break,1598,81,10000,0, 0.66 ,23490
Mercedes-Benz,S 350,Berline,2987,190,28000,0, 3.83 ,62900
Porsche,996,Coupe,3600,279,57800,0, 13.75 ,79996
Audi,A3,Berline,1968,103,100000,0, 9.58 ,2350
Peugeot,5008,Monovolume/Camionnette,1560,84,76000,0, 3.08 ,14200
Suzuki,Alto,Berline,996,50,116000,0, 7.67 ,3490
BMW,420 Coupe,Berline,1995,135,64150,0, 3.33 ,34990
Opel,Mokka,4x4,1598,101,36926,0, 2.41 ,14795
Opel,Zafira Tourer,Monovolume/Camionnette,1364,103,17203,0, 1.66 ,20490
Jaguar,XJ6,Berline,4200,135,105000,0, 47.39 ,13900
Hyundai,i10,Compacte,1086,49,98000,0, 8.50 ,3900
Ford,Focus,Compacte,1997,100,103900,0, 8.58 ,6950
Opel,Kadett,Coupe,2000,81,94700,0, 38.44 ,19999
Opel,Meriva,Monovolume/Camionnette,1248,55,121682,0, 10.25 ,4950
Opel,Mokka,4x4,1598,85,6054,0, 1.24 ,17895
Hyundai,i30,Berline,1368,73,9000,0, 0.58 ,14990
Toyota,Yaris,Berline,1497,55,61000,0, 3.83 ,12900
Porsche,Cayenne,4x4,2995,245,59800,0, 2.41 ,75900
Porsche,924,Coupe,2500,110,87000,0, 30.10 ,8800
Volvo,V60,Break,2400,120,8000,0, 0.91 ,44900
Mercedes-Benz,A 180,Berline,1595,90,25000,0, 0.66 ,27250
Mercedes-Benz,C 180,Break,2143,88,104289,0, 6.49 ,13470
Nissan,Note,Compacte,1198,59,15603,0, 1.66 ,11895
Seat,Leon,Break,1598,77,58900,0, 3.58 ,14299
Opel,Mokka,4x4,1686,96,75156,0, 3.74 ,14899
Citroen,C4,Berline,1199,81,9137,0, 0.50 ,15600
Porsche,911,Coupe,2981,331,8250,0, 0.66 ,160911
Renault,Megane,Berline,1598,96,27000,0, 0.82 ,16490
Mitsubishi,Outlander,4x4,2268,110,33100,0, 1.16 ,26995
Nissan,Pixo,Compacte,996,50,53000,0, 8.00 ,4400
Volkswagen,AMAROK DOUBLE CAB DSL,Van,2967,165,16000,0, 0.50 ,39990
Volkswagen,Golf VII,Berline,1598,66,71074,0, 2.74 ,14950
Peugeot,208,Compacte,1560,55,18800,0, 0.58 ,14990
Peugeot,407,Berline,1997,100,197000,0, 13.42 ,2400
Mercedes-Benz,C 200,Break,2143,100,125000,0, 6.92 ,12500
BMW,520 Touring,Break,1995,120,100000,0, 4.50 ,22990
Nissan,Qashqai+2,Compacte,1598,84,87890,0, 7.08 ,10500
Dacia,Duster,4x4,1461,79,46700,0, 2.50 ,11450
Ford,Focus,Break,1560,70,47438,0, 2.16 ,12490
BMW,216 Gran Tourer,Monovolume/Camionnette,1496,85,23500,0, 1.58 ,23500
Peugeot,308,Break,1560,80,109700,0, 8.00 ,9450
Ford,Grand C-MAX,Monovolume/Camionnette,1560,70,102000,0, 5.41 ,10490
BMW,3 TOURING DIESEL,Break,1995,120,88000,0, 4.91 ,16900
Peugeot,2008,4x4,1560,68,65000,0, 3.35 ,14500
Peugeot,208,Berline,1199,60,28520,0, 1.39 ,11980
Opel,Meriva,Monovolume/Camionnette,1248,55,175000,0, 8.16 ,2550
Opel,Corsa,Berline,1248,55,74100,0, 5.25 ,8499
BMW,116 5-TÍ_rer,Berline,1598,85,74500,0, 5.25 ,12490
Audi,Q5,4x4,1968,105,114949,0, 5.58 ,19000
Nissan,Qashqai,4x4,1995,110,125000,0, 9.75 ,8999
Volvo,V60,Break,1560,84,183181,0, 5.16 ,8712
Mercedes-Benz,C 220,Berline,2143,120,160000,0, 4.41 ,13490
Mercedes-Benz,A 45 AMG,Berline,1991,265,20000,0, 3.16 ,37990
Toyota,Yaris,Berline,1364,66,110000,0, 11.17 ,5200
McLaren,MP4-12C,Coupe,3798,460,45000,0, 6.16 ,119950
BMW,320 Limousine,Berline,1995,120,175000,0, 8.00 ,9500
Ford,Ka,Compacte,1242,51,59000,0, 3.83 ,6200
Peugeot,3008,Compacte,1560,84,93500,0, 2.54 ,11800
BMW,X4,4x4,1995,140,25500,0, 1.24 ,41500
Toyota,Prius,Berline,1798,73,79000,1, 5.67 ,3900
Jaguar,XF Sportbrake,Break,2179,147,53000,0, 4.74 ,26995
Opel,Insignia Sports Tourer,Break,1598,100,23279,0, 2.16 ,20700
Alfa Romeo,MiTo,Berline,1248,70,100000,0, 7.67 ,5950
Toyota,Land Cruiser,4x4,4500,210,96000,0, 7.58 ,38995
Maserati,Ghibli,Berline,2979,301,39500,0, 3.16 ,51900
Mercedes-Benz,C 200,Break,1598,100,99000,0, 2.74 ,22450
Suzuki,SX4,Berline,1586,79,64023,0, 7.42 ,6290
Porsche,911 3.2 WTL Cabriolet '85,Cabriolet,3125,170,88893,0, 32.85 ,79950
Ford,Fiesta,Berline,1399,50,165600,0, 13.25 ,2200
Mercedes-Benz,E 350,Berline,2987,185,44211,0, 4.41 ,42000
Peugeot,308 CC,Cabriolet,1598,110,76825,0, 8.00 ,8000
BMW,520 Touring,Break,1995,120,261000,0, 8.67 ,7800
Audi,A5,Berline,1798,125,45000,0, 5.08 ,23990
Opel,Combo,Monovolume/Camionnette,1598,77,8000,0, 0.91 ,11990
BMW,218 Cabrio,Cabriolet,1499,100,24877,0, 1.83 ,30900
Mercedes-Benz,E 200,Berline,2143,100,48923,0, 4.88 ,17249
Land Rover,Range Rover Sport,4x4,2993,155,52900,0, 3.58 ,53900
Mercedes-Benz,CLA 180,Berline,1595,90,53000,0, 4.33 ,21950
Ferrari,Testarossa Monospecchio '85,Coupe,4942,287,64195,0, 32.85 ,160000
Nissan,X-Trail,4x4,1598,96,4000,0, 0.58 ,23490
Audi,A3,Berline,1968,100,43848,0, 3.74 ,19890
Audi,A4,Break,1968,100,129002,0, 7.35 ,11900
Renault,Grand Scenic,Monovolume/Camionnette,1461,78,179000,0, 6.75 ,4399
Volkswagen,Passat,Break,1968,103,58450,0, 3.67 ,19995
Ford,Mondeo,Berline,1560,85,99875,0, 5.16 ,10900
Citroen,C4,Compacte,1360,65,64499,0, 7.26 ,6700
Volkswagen,Sharan,Monovolume/Camionnette,1968,85,37000,0, 1.41 ,27900
BMW,518 Touring,Break,1995,100,44950,0, 2.33 ,27495
Opel,Astra,Berline,1686,81,85000,0, 8.00 ,4850
Opel,Astra,Berline,1598,81,13802,0, 1.16 ,19950
Volkswagen,Passat Variant,Break,1598,88,3800,0, 0.41 ,29000
BMW,116 5-TÍ_rer,Berline,1499,80,25000,0, 2.50 ,19500
Mercedes-Benz,190,Berline,1996,55,135000,0, 26.01 ,6900
Citroen,C4,Berline,1360,65,159000,0, 11.42 ,2250
Renault,Clio,Berline,1461,65,111000,0, 5.67 ,6450
Audi,A4,Break,1968,100,13250,0, 1.16 ,29990
Opel,Corsa,Berline,973,44,112771,0, 11.83 ,3650
Opel,Astra,Coupe,1248,66,121000,0, 9.08 ,4499
Ford,S-Max,Monovolume/Camionnette,1997,96,184000,0, 9.58 ,6450
Peugeot,5008,Monovolume/Camionnette,1199,96,10000,0, 0.49 ,25600
Volvo,XC60,4x4,1984,120,66000,0, 4.67 ,22450
Mercedes-Benz,A 180,Berline,1461,80,77900,0, 4.50 ,19750
Volvo,V60,Break,1969,88,23000,0, 0.82 ,24695
Renault,Kadjar,Berline,1461,81,17400,0, 0.66 ,19950
Rover,,4x4,2179,110,97000,0, 3.83 ,24890
Ford,EcoSport,Berline,1498,70,54000,0, 3.25 ,12990
Renault,Twingo,Berline,999,51,49000,0, 2.08 ,7990
Volkswagen,Golf VII,Berline,1197,81,26997,0, 1.66 ,17950
Toyota,Land Cruiser,4x4,4461,170,101,0, 0.08 ,76835
Volkswagen,CC,Berline,1968,135,15500,0, 1.58 ,36400
Nissan,GT-R,Coupe,3799,357,82000,0, 7.75 ,49950
Mercedes-Benz,S 350,Berline,2987,190,65000,0, 4.41 ,37500
Renault,Megane,Break,1461,81,126822,0, 5.67 ,7900
Peugeot,Partner,Monovolume/Camionnette,1560,55,116164,0, 6.83 ,6990
Citroen,C1,Berline,998,50,112310,0, 6.58 ,3950
Fiat,124 Spider 2.0 White '79,Cabriolet,1995,64,59567,0, 39.85 ,10750
Mercedes-Benz,Sprinter,Van,2148,96,40000,0, 2.41 ,25950
Peugeot,208,Compacte,1560,55,29550,0, 1.74 ,11300
Mercedes-Benz,C 200,Berline,2148,100,171826,0, 9.83 ,8500
Porsche,911,Coupe,3824,261,56379,0, 11.34 ,49950
Opel,Meriva,Monovolume/Camionnette,1686,55,175000,0, 12.83 ,2300
Mercedes-Benz,C 180,Break,2143,88,97000,0, 5.25 ,14000
Skoda,Octavia,Break,1598,66,54711,0, 3.08 ,13990
BMW,X6,4x4,2993,210,135000,0, 8.83 ,23900
BMW,635 Coupe,Coupe,3400,191,205968,0, 29.52 ,45900
Volkswagen,Golf,Compacte,1896,66,199000,0, 9.33 ,4499
Jeep,Renegade,4x4,1368,125,25000,0, 1.33 ,25900
Volkswagen,Sharan,Monovolume/Camionnette,1968,100,101000,0, 3.83 ,18990
Mercedes-Benz,A 180,Monovolume/Camionnette,1991,80,58200,0, 7.67 ,8400
BMW,518 Limousine,Berline,1995,100,15250,0, 1.24 ,31400
Peugeot,508,Berline,1560,84,79000,0, 4.67 ,11990
Peugeot,208,Berline,1598,147,50000,0, 4.41 ,12750
Renault,Captur,Compacte,1461,67,13639,0, 1.41 ,14895
Audi,Q5,4x4,1968,100,77992,0, 4.25 ,25900
Peugeot,2008,4x4,1560,68,94245,0, 4.42 ,9900
Mercedes-Benz,C 200,Break,2143,100,87118,0, 4.83 ,14599
BMW,116 5-TÍ_rer,Compacte,1496,86,9006,0, 1.50 ,19495
Volkswagen,Golf,Berline,1595,66,117000,0, 4.41 ,10990
Dacia,Logan,Break,1461,50,90000,0, 7.08 ,6450
Volkswagen,Tiguan,4x4,1968,103,96000,0, 6.16 ,16500
Land Rover,Range Rover Evoque,4x4,2179,110,83000,0, 6.08 ,26900
Audi,A3,Berline,1598,81,33000,0, 2.74 ,18700
Ford,Fiesta,Compacte,1399,50,190808,0, 9.42 ,3299
Nissan,Pulsar,Compacte,14995,82,21897,0, 1.66 ,13395
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1598,81,7000,0, 1.16 ,21499
Suzuki,Jimny,Cabriolet,1328,63,35000,0, 5.41 ,8990
Renault,Megane,Cabriolet,1870,85,200000,0, 12.50 ,4500
BMW,640 Coupe,Coupe,2995,230,44568,0, 2.25 ,59900
Mitsubishi,Lancer,Berline,1798,85,125000,0, 6.74 ,9500
Audi,Q5,4x4,1968,120,114000,0, 7.67 ,19990
Volkswagen,Golf,Compacte,1595,74,145000,0, 17.84 ,2400
Lancia,Delta,Compacte,1910,140,142000,0, 8.83 ,7590
Volkswagen,Golf,Break,1598,81,30500,0, 1.24 ,19999
Peugeot,Partner,Van,1560,66,128760,0, 3.83 ,6450
Ford,Grand C-MAX,Berline,1500,88,38000,0, 1.74 ,18390
Toyota,Auris,Berline,1364,66,17250,0, 3.41 ,13490
MG,MGB,Cabriolet,1800,70,65125,0, 43.19 ,16890
Opel,Corsa,Berline,1248,55,76313,0, 4.50 ,6990
BMW,118 5-TÍ_rer,Compacte,1995,111,26456,0, 1.66 ,22795
Ford,F 150,4x4,3499,331,101,0, 0.08 ,75000
Mercedes-Benz,CLA 220,Berline,2143,120,74500,0, 4.67 ,26990
Ford,Ranger,4x4,3198,147,90000,0, 3.83 ,23900
Volkswagen,Scirocco,Coupe,1968,100,125985,0, 4.25 ,12990
MINI,Cooper D,Berline,1560,80,71500,0, 7.58 ,10950
Mercedes-Benz,E 220,Berline,2148,110,178000,0, 14.51 ,4499
Mercedes-Benz,C 200,Berline,2148,85,295700,0, 16.17 ,3500
Toyota,Corolla Verso,Monovolume/Camionnette,2231,100,91561,0, 9.75 ,7995
Opel,Astra Sports Tourer,Break,1000,77,10902,0, 1.24 ,16999
Audi,A4,Break,1798,88,138484,0, 7.58 ,12950
Volkswagen,Sharan,Monovolume/Camionnette,1968,110,26000,0, 0.99 ,29900
Skoda,Fabia,Berline,999,55,9950,0, 1.08 ,12100
Porsche,997,Coupe,3600,305,23000,0, 10.17 ,99900
Porsche,Macan,4x4,2997,265,8000,0, 0.82 ,78900
Opel,Mokka,Berline,1364,103,7500,0, 0.33 ,20000
BMW,X3,4x4,1995,120,149000,0, 5.83 ,16450
Renault,Captur,4x4,898,66,106000,0, 4.33 ,7990
Volkswagen,Polo,Berline,1422,55,18000,0, 2.58 ,12950
Volkswagen,Polo,Berline,1896,74,175000,0, 9.58 ,4950
Ford,Transit,Van,2198,114,225078,0, 5.25 ,7865
Land Rover,Range Rover Evoque,4x4,1999,176,101,0, 0.08 ,49900
Volkswagen,Transporter,Van,1968,103,10000,0, 1.58 ,21300
Peugeot,207,Berline,1397,70,62000,0, 5.41 ,6250
Opel,Corsa,Berline,1229,63,45130,0, 6.42 ,7990
BMW,X5,4x4,2993,190,28000,0, 1.66 ,69900
Skoda,Octavia,Break,1598,66,24000,0, 1.91 ,17500
Lamborghini,Gallardo,Cabriolet,4961,382,29000,0, 9.58 ,105890
Audi,A3,Berline,1968,110,3920,0, 3.08 ,28999
Land Rover,Range Rover,4x4,4367,250,97000,0, 3.50 ,68990
Porsche,Boxster,Cabriolet,1988,220,11000,0, 1.24 ,58495
Peugeot,2008,4x4,1199,60,1000,0, 0.91 ,15990
Audi,A6,Break,1968,110,23615,0, 2.16 ,39950
Audi,A8,Berline,2967,193,68000,0, 1.58 ,52999
BMW,X3,4x4,1995,120,135000,0, 9.08 ,11500
Nissan,Qashqai+2,4x4,1598,96,93130,0, 4.41 ,14750
SsangYong,Tivoli,4x4,1597,94,3900,0, 0.58 ,13650
Honda,HR-V,Monovolume/Camionnette,1597,88,11000,0, 0.66 ,19999
Toyota,RAV4,4x4,2494,114,8000,0, 0.82 ,35905
Opel,Astra,Berline,1686,81,98470,0, 4.58 ,8500
Suzuki,Swift,Berline,1242,69,92000,0, 6.25 ,6400
Volkswagen,Golf Cabriolet,Cabriolet,1598,77,93000,0, 5.75 ,14490
Toyota,Aygo,Berline,1398,40,127448,0, 8.00 ,3500
Peugeot,308,Break,1997,110,15000,0, 0.82 ,21900
Ford,Focus,Break,1560,70,58495,0, 2.83 ,13450
Volkswagen,T6 Caravelle,Monovolume/Camionnette,1968,110,30196,0, 0.91 ,34990
Opel,Insignia Sports Tourer,Break,1956,88,71612,0, 3.83 ,15499
BMW,318 Limousine,Berline,1995,100,160000,0, 8.42 ,9950
BMW,420 Coupe,Coupe,1995,140,12600,0, 1.16 ,42400
Volkswagen,CC,Berline,1968,100,83000,0, 4.33 ,18995
Peugeot,3008,Compacte,1560,82,91500,0, 5.58 ,12200
Volkswagen,Sharan,Monovolume/Camionnette,1896,85,155000,0, 11.67 ,5800
Volkswagen,Golf VII,Berline,999,81,9000,0, 0.50 ,21490
Mercedes-Benz,B 180,Monovolume/Camionnette,1992,80,150000,0, 10.92 ,6850
Volkswagen,Polo,Berline,1199,55,69000,0, 5.61 ,8750
Volvo,V90,Break,1969,140,10600,0, 1.24 ,43495
Opel,Corsa,Berline,1248,70,136231,0, 7.67 ,4950
Mercedes-Benz,C 220,Break,2143,125,22694,0, 1.33 ,29950
Peugeot,Partner,Monovolume/Camionnette,1560,73,61898,0, 1.69 ,12400
Opel,Astra,Berline,1248,70,149900,0, 7.42 ,6990
Seat,Ibiza 5-TÍ_rer,Compacte,1200,77,30000,0, 2.50 ,10500
Volvo,V50,Break,1560,84,108859,0, 5.83 ,9750
Renault,Scenic,Monovolume/Camionnette,1870,85,215000,0, 10.83 ,2900
Peugeot,3008,Compacte,1199,96,10000,0, 1.02 ,23800
Toyota,RAV4,4x4,2231,110,89000,0, 4.58 ,17999
BMW,320 Touring,Break,1995,120,62000,0, 6.42 ,17990
BMW,118 5-TÍ_rer,Berline,1995,90,152000,0, 12.83 ,5950
Volkswagen,Caddy,Monovolume/Camionnette,1968,103,90000,0, 3.33 ,16990
Audi,A4,Berline,1984,140,27884,0, 1.91 ,27000
Citroen,DS4,Compacte,1560,85,56000,0, 2.56 ,16450
Volkswagen,CrossPolo Dsl,Berline,1422,66,48000,0, 3.08 ,15500
Peugeot,2008,4x4,1560,68,78108,0, 3.90 ,11880
Toyota,Corolla,Berline,1329,73,63000,0, 7.75 ,8750
Renault,Megane,Berline,1461,78,96800,0, 8.83 ,8750
Citroen,C4,Berline,1560,68,57000,0, 4.50 ,9250
Renault,Clio,Berline,1461,55,75518,0, 3.74 ,7381
Chevrolet,Corvette,Cabriolet,5700,179,57490,0, 30.01 ,14850
Lincoln,Town Car,Berline,4600,156,171000,0, 21.59 ,5000
Ford,Galaxy,Monovolume/Camionnette,1997,100,134386,0, 3.33 ,15990
